date,user,conversion,experiment,time_spend
4/20/18,304646,0,B,10
4/19/18,487406,0,B,20
4/18/18,18957,0,B,22
4/17/18,645674,0,B,10
4/16/18,148245,0,B,20
4/15/18,508865,0,B,22
4/14/18,429990,0,B,10
4/13/18,528638,0,B,20
4/12/18,872908,0,B,22
4/11/18,216520,0,B,10
4/10/18,951672,0,B,20
4/9/18,752653,0,B,22
4/8/18,632451,0,B,10
4/7/18,287264,0,B,20
4/6/18,285632,0,B,22
4/5/18,463667,0,B,10
4/4/18,168547,0,B,20
4/3/18,409283,0,A,22
4/2/18,72205,1,A,10
4/1/18,460295,0,A,20
3/31/18,94469,0,A,22
3/30/18,442442,1,A,10
3/29/18,701421,1,A,20
3/28/18,882486,1,A,22
3/27/18,474462,1,A,10
3/26/18,541708,0,A,20
3/25/18,617999,0,A,22
3/24/18,79841,0,A,10
3/23/18,932502,1,A,20
3/22/18,748753,1,A,22
3/21/18,616702,0,A,10
3/20/18,936601,0,A,20
3/19/18,331415,0,A,22
3/18/18,883200,0,A,10
3/17/18,854426,1,A,20
3/16/18,262863,0,B,22
3/15/18,714622,0,B,10
3/14/18,27688,0,B,20
3/13/18,866411,0,B,22
3/12/18,732779,0,B,10
3/11/18,118420,0,B,20
3/10/18,48330,0,B,22
3/9/18,310398,0,B,10
3/8/18,858371,0,B,20
3/7/18,815608,0,B,22
3/6/18,628969,0,B,10
3/5/18,204086,0,B,20
3/4/18,801695,0,B,22
3/3/18,23545,0,B,10
3/2/18,841202,0,B,20
3/1/18,745807,0,B,22
2/28/18,251933,0,B,10
2/27/18,571991,0,B,20
2/26/18,944168,0,B,22
2/25/18,112110,0,B,10
2/24/18,519278,0,B,20
2/23/18,818282,0,B,22
2/22/18,368917,0,A,10
2/21/18,382849,1,A,20
2/20/18,160354,0,A,22
2/19/18,881473,0,A,10
2/18/18,941190,1,A,20
2/17/18,28961,1,A,22
2/16/18,107830,1,A,10
2/15/18,317458,1,A,20
2/14/18,835333,0,A,22
2/13/18,312080,0,A,10
2/12/18,237258,0,A,20
2/11/18,311586,1,A,22
2/10/18,130123,1,A,10
2/9/18,713228,0,A,20
2/8/18,909666,0,A,22
2/7/18,66150,0,A,10
2/6/18,921606,0,A,20
2/5/18,631943,1,A,22
2/4/18,73548,0,B,10
2/3/18,139740,0,B,20
2/2/18,885794,0,B,22
2/1/18,411241,0,B,10
1/31/18,284264,0,B,20
1/30/18,792164,0,B,22
1/29/18,568945,0,B,10
1/28/18,366956,0,B,20
1/27/18,478398,0,B,22
1/26/18,697472,0,B,10
1/25/18,999049,0,B,20
1/24/18,201554,0,B,22
1/23/18,721612,0,B,10
1/22/18,746150,0,B,20
1/21/18,438176,0,B,22
1/20/18,586880,0,B,10
1/19/18,712560,0,B,20
1/18/18,828157,0,B,22
1/17/18,325562,0,B,10
1/16/18,386693,0,B,20
1/15/18,285621,0,B,22
1/14/18,433134,0,B,10
1/13/18,857450,0,A,20
1/12/18,640637,1,A,22
1/11/18,901756,0,A,10
1/10/18,112968,0,A,20
1/9/18,319889,1,A,22
1/8/18,801860,1,A,10
1/7/18,297053,1,A,20
1/6/18,352389,1,A,22
1/5/18,825827,0,A,10
1/4/18,110266,0,A,20
1/3/18,367661,0,A,22
1/2/18,685380,1,A,10
9/13/20,425247,1,A,20
9/12/20,399796,0,A,22
9/11/20,516932,0,A,10
9/10/20,25958,0,A,20
9/9/20,493484,0,A,22
9/8/20,57091,1,A,10
9/7/20,324370,0,B,20
9/6/20,81463,0,B,22
9/5/20,470688,0,B,10
9/4/20,71143,0,B,20
9/3/20,946329,0,B,22
9/2/20,394727,0,B,10
9/1/20,824426,0,B,20
8/31/20,621992,0,B,22
8/30/20,824456,0,B,10
8/29/20,991016,0,B,20
8/28/20,808524,0,B,22
8/27/20,847468,0,B,10
8/26/20,4982,0,B,20
8/25/20,407254,0,B,22
8/24/20,443440,0,B,10
8/23/20,883303,0,B,20
8/22/20,502639,0,B,22
8/21/20,635863,0,B,10
8/20/20,261705,0,B,20
8/19/20,911742,0,B,22
8/18/20,810866,0,B,10
8/17/20,772563,0,B,20
8/16/20,242441,0,A,22
8/15/20,262203,1,A,10
8/14/20,930462,0,A,20
8/13/20,586835,0,A,22
8/12/20,278910,1,A,10
8/11/20,360596,1,A,20
8/10/20,7965,1,A,22
8/9/20,167979,1,A,10
8/8/20,280402,0,A,20
8/7/20,501053,0,A,22
8/6/20,216086,0,A,10
8/5/20,33080,1,A,20
8/4/20,790800,1,A,22
8/3/20,76260,0,A,10
8/2/20,378087,0,A,20
8/1/20,929553,0,A,22
7/31/20,380361,0,A,10
7/30/20,299382,1,A,20
7/29/20,541769,0,B,22
7/28/20,192303,0,B,10
7/27/20,130446,0,B,20
7/26/20,353591,0,B,22
7/25/20,568775,0,B,10
7/24/20,100875,0,B,20
7/23/20,677035,0,B,22
7/22/20,767192,0,B,10
7/21/20,198677,0,B,20
7/20/20,685475,0,B,22
7/19/20,480097,0,B,10
7/18/20,135447,0,B,20
7/17/20,443197,0,B,22
7/16/20,236694,0,B,10
7/15/20,743759,0,B,20
7/14/20,373638,0,B,22
7/13/20,388791,0,B,10
7/12/20,860601,0,B,20
7/11/20,852716,0,B,22
7/10/20,333522,0,B,10
7/9/20,632972,0,B,20
7/8/20,404303,0,B,22
7/7/20,493018,0,A,10
7/6/20,440608,1,A,20
7/5/20,834979,0,A,22
7/4/20,651290,0,A,10
7/3/20,267053,1,A,20
7/2/20,632807,1,A,22
7/1/20,341408,1,A,10
6/30/20,478315,1,A,20
6/29/20,98212,0,A,22
6/28/20,131824,0,A,10
6/27/20,262526,0,A,20
6/26/20,440348,1,A,22
6/25/20,496269,1,A,10
6/24/20,371773,0,A,20
6/23/20,341724,0,A,22
6/22/20,908104,0,A,10
6/21/20,996818,0,A,20
6/20/20,734171,1,A,22
6/19/20,839067,0,B,10
6/18/20,865910,0,B,20
6/17/20,2100,0,B,22
6/16/20,186242,0,B,10
6/15/20,444537,0,B,20
6/14/20,794952,0,B,22
6/13/20,824718,0,B,10
6/12/20,636176,0,B,20
6/11/20,383191,0,B,22
6/10/20,537342,0,B,10
6/9/20,324028,0,B,20
6/8/20,883601,0,B,22
6/7/20,616568,0,B,10
6/6/20,307171,0,B,20
6/5/20,875642,0,B,22
6/4/20,720458,0,B,10
6/3/20,451050,0,B,20
6/2/20,925483,0,B,22
6/1/20,84030,0,B,10
5/31/20,283352,0,B,20
5/30/20,550092,0,B,22
5/29/20,654396,0,B,10
5/28/20,639825,0,A,20
5/27/20,852001,1,A,22
5/26/20,479120,0,A,10
5/25/20,902050,0,A,20
5/24/20,739889,1,A,22
5/23/20,380607,1,A,10
5/22/20,376816,1,A,20
5/21/20,608143,1,A,22
5/20/20,728120,0,A,10
5/19/20,868643,0,A,20
5/18/20,23923,0,A,22
5/17/20,195855,1,A,10
5/16/20,272907,1,A,20
5/15/20,826123,0,A,22
5/14/20,275142,0,A,10
5/13/20,792417,0,A,20
5/12/20,878200,0,A,22
5/11/20,356562,1,A,10
5/10/20,332822,0,B,20
5/9/20,904978,0,B,22
5/8/20,966112,0,B,10
5/7/20,132582,0,B,20
5/6/20,801807,0,B,22
5/5/20,100577,0,B,10
5/4/20,894425,0,B,20
5/3/20,332719,0,B,22
5/2/20,824167,0,B,10
5/1/20,618352,0,B,20
4/30/20,885063,0,B,22
4/29/20,239806,0,B,10
4/28/20,46239,0,B,20
4/27/20,92514,0,B,22
4/26/20,666210,0,B,10
4/25/20,853995,0,B,20
4/24/20,107127,0,B,22
4/23/20,908824,0,B,10
4/22/20,639148,0,B,20
4/21/20,540483,0,B,22
4/20/20,999355,0,B,10
4/19/20,511426,0,B,20
4/18/20,195215,0,A,22
4/17/20,807642,1,A,10
4/16/20,8206,0,A,20
4/15/20,919897,0,A,22
4/14/20,996940,1,A,10
4/13/20,649804,1,A,20
4/12/20,315062,1,A,22
4/11/20,583038,1,A,10
4/10/20,549770,0,A,20
4/9/20,694563,0,A,22
4/8/20,255242,0,A,10
4/7/20,413705,1,A,20
4/6/20,637930,1,A,22
4/5/20,166705,0,A,10
4/4/20,174551,0,A,20
4/3/20,947532,0,A,22
4/2/20,977067,0,A,10
4/1/20,903034,1,A,20
3/31/20,399251,0,B,22
3/30/20,709518,0,B,10
3/29/20,162614,0,B,20
3/28/20,319900,0,B,22
3/27/20,333814,0,B,10
3/26/20,453629,0,B,20
3/25/20,224184,0,B,22
3/24/20,775586,0,B,10
3/23/20,15120,0,B,20
3/22/20,761734,0,B,22
3/21/20,316192,0,B,10
3/20/20,668044,0,B,20
3/19/20,675229,0,B,22
3/18/20,276086,0,B,10
3/17/20,373794,0,B,20
3/16/20,230878,0,B,22
3/15/20,208202,0,B,10
3/14/20,481068,0,B,20
3/13/20,34384,0,B,22
3/12/20,951785,0,B,10
3/11/20,124248,0,B,20
3/10/20,815305,0,B,22
3/9/20,758300,0,A,10
3/8/20,236986,1,A,20
3/7/20,229970,0,A,22
3/6/20,966443,0,A,10
3/5/20,415162,1,A,20
3/4/20,756251,1,A,22
3/3/20,347760,1,A,10
3/2/20,773301,1,A,20
3/1/20,874725,0,A,22
2/29/20,822937,0,A,10
2/28/20,368278,0,A,20
2/27/20,89385,1,A,22
2/26/20,256697,1,A,10
2/25/20,97582,0,A,20
2/24/20,258536,0,A,22
2/23/20,964967,0,A,10
2/22/20,678304,0,A,20
2/21/20,500547,1,A,22
2/20/20,327240,0,B,10
2/19/20,56526,0,B,20
2/18/20,152536,0,B,22
2/17/20,39722,0,B,10
2/16/20,560403,0,B,20
2/15/20,534831,0,B,22
2/14/20,689582,0,B,10
2/13/20,502917,0,B,20
2/12/20,97104,0,B,22
2/11/20,192424,0,B,10
2/10/20,184127,0,B,20
2/9/20,202297,0,B,22
2/8/20,111895,0,B,10
2/7/20,868560,0,B,20
2/6/20,679488,0,B,22
2/5/20,316008,0,B,10
2/4/20,966867,0,B,20
2/3/20,237369,0,B,22
2/2/20,22244,0,B,10
2/1/20,817687,0,B,20
1/31/20,694590,0,B,22
1/30/20,271782,0,B,10
1/29/20,45324,0,A,20
1/28/20,988665,1,A,22
1/27/20,94439,0,A,10
1/26/20,826739,0,A,20
1/25/20,264664,1,A,22
1/24/20,688488,1,A,10
1/23/20,147068,1,A,20
1/22/20,397357,1,A,22
1/21/20,601176,0,A,10
1/20/20,966780,0,A,20
1/19/20,691062,0,A,22
1/18/20,851306,1,A,10
1/17/20,64909,1,A,20
1/16/20,220902,0,A,22
1/15/20,191291,0,A,10
1/14/20,220333,0,A,20
1/13/20,350676,0,A,22
1/12/20,172560,1,A,10
1/11/20,115966,0,B,20
1/10/20,339840,0,B,22
1/9/20,989398,0,B,10
1/8/20,688676,0,B,20
1/7/20,545734,0,B,22
1/6/20,987861,0,B,10
1/5/20,191749,0,B,20
1/4/20,133367,0,B,22
1/3/20,12804,0,B,10
1/2/20,331912,0,B,20
1/1/20,590536,0,B,22
12/31/19,211840,0,B,10
12/30/19,284742,0,B,20
12/29/19,663304,0,B,22
12/28/19,666233,0,B,10
12/27/19,895394,0,B,20
12/26/19,320186,0,B,22
12/25/19,704744,0,B,10
12/24/19,32804,0,B,20
12/23/19,293826,0,B,22
12/22/19,120594,0,B,10
12/21/19,615957,0,B,20
12/20/19,560398,0,A,22
12/19/19,205306,1,A,10
12/18/19,355822,0,A,20
12/17/19,562387,0,A,22
12/16/19,154055,1,A,10
12/15/19,221157,1,A,20
12/14/19,872400,1,A,22
12/13/19,225859,1,A,10
12/12/19,105966,0,A,20
12/11/19,813142,0,A,22
12/10/19,509768,0,A,10
12/9/19,471023,1,A,20
12/8/19,398347,1,A,22
12/7/19,855699,0,A,10
12/6/19,97206,0,A,20
12/5/19,728199,0,A,22
12/4/19,343804,0,A,10
12/3/19,927443,1,A,20
12/2/19,500717,0,B,22
12/1/19,279553,0,B,10
11/30/19,217118,0,B,20
11/29/19,72485,0,B,22
11/28/19,885308,0,B,10
11/27/19,101110,0,B,20
11/26/19,397288,0,B,22
11/25/19,496290,0,B,10
11/24/19,981609,0,B,20
11/23/19,350958,0,B,22
11/22/19,560081,0,B,10
11/21/19,836844,0,B,20
11/20/19,536273,0,B,22
11/19/19,762412,0,B,10
11/18/19,789669,0,B,20
11/17/19,175428,0,B,22
11/16/19,295301,0,B,10
11/15/19,927069,0,B,20
11/14/19,339158,0,B,22
11/13/19,420686,0,B,10
11/12/19,165433,0,B,20
11/11/19,565369,0,B,22
11/10/19,568832,0,A,10
11/9/19,550784,1,A,20
11/8/19,869866,0,A,22
11/7/19,823592,0,A,10
11/6/19,678792,1,A,20
11/5/19,855541,1,A,22
11/4/19,815320,1,A,10
11/3/19,172883,1,A,20
11/2/19,291704,0,A,22
11/1/19,866911,0,A,10
10/31/19,605826,0,A,20
10/30/19,734649,1,A,22
10/29/19,531259,1,A,10
10/28/19,736668,0,A,20
10/27/19,941536,0,A,22
10/26/19,783134,0,A,10
10/25/19,429795,0,A,20
10/24/19,796050,1,A,22
10/23/19,322137,0,B,10
10/22/19,639434,0,B,20
10/21/19,765344,0,B,22
10/20/19,319194,0,B,10
10/19/19,441669,0,B,20
10/18/19,44201,0,B,22
10/17/19,281242,0,B,10
10/16/19,900848,0,B,20
10/15/19,389765,0,B,22
10/14/19,937119,0,B,10
10/13/19,209967,0,B,20
10/12/19,971980,0,B,22
10/11/19,158618,0,B,10
10/10/19,833328,0,B,20
10/9/19,222563,0,B,22
10/8/19,582338,0,B,10
10/7/19,693096,0,B,20
10/6/19,845655,0,B,22
10/5/19,264326,0,B,10
10/4/19,935752,0,B,20
10/3/19,94115,0,B,22
10/2/19,146067,0,B,10
10/1/19,93725,0,A,20
9/30/19,392959,1,A,22
9/29/19,168320,0,A,10
9/28/19,332774,0,A,20
9/27/19,8181,1,A,22
9/26/19,763298,1,A,10
9/25/19,829839,1,A,20
9/24/19,876213,1,A,22
9/23/19,774676,0,A,10
9/22/19,116769,0,A,20
9/21/19,411049,0,A,22
9/20/19,925989,1,A,10
9/19/19,275838,1,A,20
9/18/19,778798,0,A,22
9/17/19,217491,0,A,10
9/16/19,663809,0,A,20
9/15/19,960656,0,A,22
9/14/19,839205,1,A,10
9/13/19,521637,0,B,20
9/12/19,258586,0,B,22
9/11/19,445560,0,B,10
9/10/19,637237,0,B,20
9/9/19,151561,0,B,22
9/8/19,975526,0,B,10
9/7/19,406098,0,B,20
9/6/19,869814,0,B,22
9/5/19,737341,0,B,10
9/4/19,741430,0,B,20
9/3/19,687920,0,B,22
9/2/19,973977,0,B,10
9/1/19,983982,0,B,20
8/31/19,339579,0,B,22
8/30/19,887541,0,B,10
8/29/19,975419,0,B,20
8/28/19,955551,0,B,22
8/27/19,593510,0,B,10
8/26/19,488165,0,B,20
8/25/19,718431,0,B,22
8/24/19,688780,0,B,10
8/23/19,223369,0,B,20
8/22/19,176736,0,A,22
8/21/19,658482,1,A,10
8/20/19,599980,0,A,20
8/19/19,75473,0,A,22
8/18/19,726584,1,A,10
8/17/19,141996,1,A,20
8/16/19,911898,1,A,22
8/15/19,679470,1,A,10
8/14/19,36091,0,A,20
8/13/19,447752,0,A,22
8/12/19,532507,0,A,10
8/11/19,143065,1,A,20
8/10/19,186522,1,A,22
8/9/19,844392,0,A,10
8/8/19,592455,0,A,20
8/7/19,493815,0,A,22
8/6/19,510732,0,A,10
8/5/19,938819,1,A,20
8/4/19,102164,0,B,22
8/3/19,994671,0,B,10
8/2/19,112066,0,B,20
8/1/19,651460,0,B,22
7/31/19,36677,0,B,10
7/30/19,616448,0,B,20
7/29/19,474732,0,B,22
7/28/19,623305,0,B,10
7/27/19,60758,0,B,20
7/26/19,530770,0,B,22
7/25/19,499324,0,B,10
7/24/19,309369,0,B,20
7/23/19,180012,0,B,22
7/22/19,778740,0,B,10
7/21/19,46387,0,B,20
7/20/19,849692,0,B,22
7/19/19,971136,0,B,10
7/18/19,977685,0,B,20
7/17/19,549754,0,B,22
7/16/19,640718,0,B,10
7/15/19,80823,0,B,20
7/14/19,210441,0,B,22
7/13/19,365535,0,A,10
7/12/19,141641,1,A,20
7/11/19,854922,0,A,22
7/10/19,385592,0,A,10
7/9/19,359537,1,A,20
7/8/19,627373,1,A,22
7/7/19,638161,1,A,10
7/6/19,495691,1,A,20
7/5/19,291783,0,A,22
7/4/19,793813,0,A,10
7/3/19,818197,0,A,20
7/2/19,940856,1,A,22
7/1/19,852096,1,A,10
6/30/19,890380,0,A,20
6/29/19,518026,0,A,22
6/28/19,311865,0,A,10
6/27/19,175104,0,A,20
6/26/19,835950,1,A,22
6/25/19,506437,0,B,10
6/24/19,26554,0,B,20
6/23/19,954339,0,B,22
6/22/19,384598,0,B,10
6/21/19,902448,0,B,20
6/20/19,474911,0,B,22
6/19/19,428243,0,B,10
6/18/19,425490,0,B,20
6/17/19,826123,0,B,22
6/16/19,171130,0,B,10
6/15/19,321810,0,B,20
6/14/19,239334,0,B,22
6/13/19,296290,0,B,10
6/12/19,9947,0,B,20
6/11/19,56874,0,B,22
6/10/19,351253,0,B,10
6/9/19,990767,0,B,20
6/8/19,520423,0,B,22
6/7/19,252539,0,B,10
6/6/19,184221,0,B,20
6/5/19,463394,0,B,22
6/4/19,734322,0,B,10
6/3/19,266891,0,A,20
6/2/19,988701,1,A,22
6/1/19,329951,0,A,10
5/31/19,787373,0,A,20
5/30/19,363111,1,A,22
5/29/19,97530,1,A,10
5/28/19,775420,1,A,20
5/27/19,469592,1,A,22
5/26/19,680529,0,A,10
5/25/19,746772,0,A,20
5/24/19,738772,0,A,22
5/23/19,385232,1,A,10
5/22/19,541232,1,A,20
5/21/19,115979,0,A,22
5/20/19,963363,0,A,10
5/19/19,583215,0,A,20
5/18/19,612998,0,A,22
5/17/19,278840,1,A,10
5/16/19,44373,0,B,20
5/15/19,157494,0,B,22
5/14/19,40671,0,B,10
5/13/19,900354,0,B,20
5/12/19,465614,0,B,22
5/11/19,822957,0,B,10
5/10/19,627175,0,B,20
5/9/19,611645,0,B,22
5/8/19,360126,0,B,10
5/7/19,496942,0,B,20
5/6/19,833837,0,B,22
5/5/19,598398,0,B,10
5/4/19,641209,0,B,20
5/3/19,75702,0,B,22
5/2/19,354856,0,B,10
5/1/19,931489,0,B,20
4/30/19,788218,0,B,22
4/29/19,319261,0,B,10
4/28/19,81884,0,B,20
4/27/19,345910,0,B,22
4/26/19,25011,0,B,10
4/25/19,594973,0,B,20
4/24/19,420880,0,A,22
4/23/19,502731,1,A,10
4/22/19,590579,0,A,20
4/21/19,994439,0,A,22
4/20/19,152121,1,A,10
4/19/19,741269,1,A,20
4/18/19,264165,1,A,22
4/17/19,347717,1,A,10
4/16/19,988910,0,A,20
4/15/19,651687,0,A,22
4/14/19,824620,0,A,10
4/13/19,988683,1,A,20
4/12/19,584027,1,A,22
4/11/19,705371,0,A,10
4/10/19,600334,0,A,20
4/9/19,730151,0,A,22
4/8/19,434676,0,A,10
4/7/19,978147,1,A,20
4/6/19,869766,0,B,22
4/5/19,169114,0,B,10
4/4/19,600663,0,B,20
4/3/19,889749,0,B,22
4/2/19,154199,0,B,10
4/1/19,233853,0,B,20
3/31/19,271045,0,B,22
3/30/19,113238,0,B,10
3/29/19,517153,0,B,20
3/28/19,465888,0,B,22
3/27/19,874155,0,B,10
3/26/19,334843,0,B,20
3/25/19,900705,0,B,22
3/24/19,938857,0,B,10
3/23/19,164160,0,B,20
3/22/19,805974,0,B,22
3/21/19,632685,0,B,10
3/20/19,409845,0,B,20
3/19/19,218322,0,B,22
3/18/19,382048,0,B,10
3/17/19,422246,0,B,20
3/16/19,564358,0,B,22
3/15/19,448242,0,A,10
3/14/19,369996,1,A,20
3/13/19,732428,0,A,22
3/12/19,202211,0,A,10
3/11/19,657004,1,A,20
3/10/19,237311,1,A,22
3/9/19,443508,1,A,10
3/8/19,977431,1,A,20
3/7/19,433336,0,A,22
3/6/19,494644,0,A,10
3/5/19,481400,0,A,20
3/4/19,1174,1,A,22
3/3/19,803852,1,A,10
3/2/19,292860,0,A,20
3/1/19,211315,0,A,22
2/28/19,843770,0,A,10
2/27/19,348586,0,A,20
2/26/19,12915,1,A,22
2/25/19,571753,0,B,10
2/24/19,709030,0,B,20
2/23/19,118629,0,B,22
2/22/19,107144,0,B,10
2/21/19,828467,0,B,20
2/20/19,221188,0,B,22
2/19/19,516901,0,B,10
2/18/19,34744,0,B,20
2/17/19,601105,0,B,22
2/16/19,134658,0,B,10
2/15/19,254225,0,B,20
2/14/19,904681,0,B,22
2/13/19,610039,0,B,10
2/12/19,899992,0,B,20
2/11/19,711744,0,B,22
2/10/19,679796,0,B,10
2/9/19,120044,0,B,20
2/8/19,87634,0,B,22
2/7/19,467572,0,B,10
2/6/19,696652,0,B,20
2/5/19,834470,0,B,22
2/4/19,550485,0,B,10
2/3/19,920434,0,A,20
2/2/19,701134,1,A,22
2/1/19,363114,0,A,10
1/31/19,445591,0,A,20
1/30/19,727738,1,A,22
1/29/19,821918,1,A,10
1/28/19,369064,1,A,20
1/27/19,563632,1,A,22
1/26/19,165677,0,A,10
1/25/19,77292,0,A,20
1/24/19,452131,0,A,22
1/23/19,154662,1,A,10
1/22/19,519895,1,A,20
1/21/19,809834,0,A,22
1/20/19,275074,0,A,10
1/19/19,359200,0,A,20
1/18/19,54881,0,A,22
1/17/19,666298,1,A,10
1/16/19,351042,0,B,20
1/15/19,608393,0,B,22
1/14/19,131053,0,B,10
1/13/19,256625,0,B,20
1/12/19,430329,0,B,22
1/11/19,350116,0,B,10
1/10/19,532583,0,B,20
1/9/19,758801,0,B,22
1/8/19,414798,0,B,10
1/7/19,517040,0,B,20
1/6/19,605996,0,B,22
1/5/19,471907,0,B,10
1/4/19,423692,0,B,20
1/3/19,182702,0,B,22
1/2/19,399797,0,B,10
1/1/19,199709,0,B,20
12/31/18,214670,0,B,22
12/30/18,802038,0,B,10
12/29/18,220129,0,B,20
12/28/18,280232,0,B,22
12/27/18,592522,0,B,10
12/26/18,169984,0,B,20
12/25/18,251771,0,A,22
12/24/18,449390,1,A,10
12/23/18,746437,0,A,20
12/22/18,727207,0,A,22
12/21/18,578325,1,A,10
12/20/18,958674,1,A,20
12/19/18,123789,1,A,22
12/18/18,976023,1,A,10
12/17/18,352434,0,A,20
12/16/18,515606,0,A,22
12/15/18,912380,0,A,10
12/14/18,866664,1,A,20
12/13/18,320251,1,A,22
12/12/18,998702,0,A,10
12/11/18,324574,0,A,20
12/10/18,525550,0,A,22
12/9/18,633379,0,A,10
12/8/18,307633,1,A,20
12/7/18,80845,0,B,22
12/6/18,385402,0,B,10
12/5/18,433024,0,B,20
12/4/18,533263,0,B,22
12/3/18,47731,0,B,10
12/2/18,887691,0,B,20
12/1/18,712946,0,B,22
11/30/18,341666,0,B,10
11/29/18,26346,0,B,20
11/28/18,372216,0,B,22
11/27/18,687186,0,B,10
11/26/18,883484,0,B,20
11/25/18,904763,0,B,22
11/24/18,381197,0,B,10
11/23/18,899400,0,B,20
11/22/18,587150,0,B,22
11/21/18,117866,0,B,10
11/20/18,960130,0,B,20
11/19/18,259054,0,B,22
11/18/18,933000,0,B,10
11/17/18,383018,0,B,20
11/16/18,778329,0,B,22
11/15/18,512358,0,A,10
11/14/18,228801,1,A,20
11/13/18,395392,0,A,22
11/12/18,883217,0,A,10
11/11/18,745036,1,A,20
11/10/18,793594,1,A,22
11/9/18,41638,1,A,10
11/8/18,772496,1,A,20
11/7/18,808444,0,A,22
11/6/18,866893,0,A,10
11/5/18,915670,0,A,20
11/4/18,261439,1,A,22
11/3/18,947865,1,A,10
11/2/18,991553,0,A,20
11/1/18,493948,0,A,22
10/31/18,939801,0,A,10
10/30/18,787930,0,A,20
10/29/18,2121,1,A,22
10/28/18,268028,0,B,10
10/27/18,30475,0,B,20
10/26/18,860325,0,B,22
10/25/18,617613,0,B,10
10/24/18,510327,0,B,20
10/23/18,952546,0,B,22
10/22/18,500562,0,B,10
10/21/18,474695,0,B,20
10/20/18,28,0,B,22
10/19/18,400165,0,B,10
10/18/18,997139,0,B,20
10/17/18,318760,0,B,22
10/16/18,919016,0,B,10
10/15/18,282030,0,B,20
10/14/18,93326,0,B,22
10/13/18,202939,0,B,10
10/12/18,433228,0,B,20
10/11/18,318341,0,B,22
10/10/18,73096,0,B,10
10/9/18,949275,0,B,20
10/8/18,488461,0,B,22
10/7/18,825079,0,B,10
10/6/18,544423,0,A,20
10/5/18,52055,1,A,22
10/4/18,624505,0,A,10
10/3/18,166635,0,A,20
10/2/18,126571,1,A,22
10/1/18,194755,1,A,10
9/30/18,820770,1,A,20
9/29/18,903764,1,A,22
9/28/18,300022,0,A,10
9/27/18,111250,0,A,20
9/26/18,186068,0,A,22
9/25/18,735428,1,A,10
9/24/18,470176,1,A,20
9/23/18,462572,0,A,22
9/22/18,518348,0,A,10
9/21/18,514681,0,A,20
9/20/18,525910,0,A,22
9/19/18,329801,1,A,10
9/18/18,702953,0,B,20
9/17/18,740246,0,B,22
9/16/18,110670,0,B,10
9/15/18,433223,0,B,20
9/14/18,618809,0,B,22
9/13/18,167498,0,B,10
9/12/18,605900,0,B,20
9/11/18,630842,0,B,22
9/10/18,174894,0,B,10
9/9/18,543001,0,B,20
9/8/18,76914,0,B,22
9/7/18,644750,0,B,10
9/6/18,620959,0,B,20
9/5/18,145601,0,B,22
9/4/18,705942,0,B,10
9/3/18,5319,0,B,20
9/2/18,85439,0,B,22
9/1/18,154098,0,B,10
8/31/18,854143,0,B,20
8/30/18,601023,0,B,22
8/29/18,829491,0,B,10
8/28/18,712894,0,B,20
8/27/18,446401,0,A,22
8/26/18,339367,1,A,10
8/25/18,117519,0,A,20
8/24/18,237979,0,A,22
8/23/18,601119,1,A,10
8/22/18,959332,1,A,20
8/21/18,623182,1,A,22
8/20/18,136073,1,A,10
8/19/18,789685,0,A,20
8/18/18,314962,0,A,22
8/17/18,427475,0,A,10
8/16/18,337510,1,A,20
8/15/18,58469,1,A,22
8/14/18,131313,0,A,10
8/13/18,312435,0,A,20
8/12/18,258440,0,A,22
8/11/18,9997,0,A,10
8/10/18,688177,1,A,20
8/9/18,865181,0,B,22
8/8/18,941790,0,B,10
8/7/18,686103,0,B,20
8/6/18,82857,0,B,22
8/5/18,778468,0,B,10
8/4/18,788974,0,B,20
8/3/18,381490,0,B,22
8/2/18,114836,0,B,10
8/1/18,213582,0,B,20
7/31/18,137503,0,B,22
7/30/18,513056,0,B,10
7/29/18,817975,0,B,20
7/28/18,11402,0,B,22
7/27/18,286988,0,B,10
7/26/18,711154,0,B,20
7/25/18,645044,0,B,22
7/24/18,899998,0,B,10
7/23/18,582036,0,B,20
7/22/18,385261,0,B,22
7/21/18,940549,0,B,10
7/20/18,946244,0,B,20
7/19/18,157307,0,B,22
7/18/18,630278,0,A,10
7/17/18,755478,1,A,20
7/16/18,660504,0,A,22
7/15/18,535034,0,A,10
7/14/18,125385,1,A,20
7/13/18,367313,1,A,22
7/12/18,568783,1,A,10
7/11/18,755226,1,A,20
7/10/18,618,0,A,22
7/9/18,614979,0,A,10
7/8/18,496256,0,A,20
7/7/18,898955,1,A,22
7/6/18,403402,1,A,10
7/5/18,893209,0,A,20
7/4/18,155513,0,A,22
7/3/18,163838,0,A,10
7/2/18,58443,0,A,20
7/1/18,647390,1,A,22
6/30/18,793591,0,B,10
6/29/18,863655,0,B,20
6/28/18,504153,0,B,22
6/27/18,250086,0,B,10
6/26/18,351143,0,B,20
6/25/18,447962,0,B,22
6/24/18,467339,0,B,10
6/23/18,841693,0,B,20
6/22/18,994375,0,B,22
6/21/18,445495,0,B,10
6/20/18,416509,0,B,20
6/19/18,446763,0,B,22
6/18/18,359632,0,B,10
6/17/18,339165,0,B,20
6/16/18,632212,0,B,22
6/15/18,963544,0,B,10
6/14/18,574114,0,B,20
