Tier,FICO,Approve Date,Term,Amount,Car  Type,Competition rate,Accept?,Rate,Cost of Funds,Partner Bin
4,662,7/6/02,72,29000,N,6.25,0,8.99,1.84,3
1,783,7/6/02,48,19430,N,5.65,0,5.49,1.84,3
1,765,7/6/02,60,30500,N,5.65,0,5.49,1.84,3
1,731,7/6/02,60,43853,N,5.65,0,5.49,1.84,1
1,795,7/6/02,48,21500,N,5.65,0,5.49,1.84,1
1,782,7/6/02,60,17500,U,5.85,0,5.85,1.84,3
4,658,7/6/02,60,23678,N,5.65,0,7.99,1.84,3
1,757,7/6/02,36,32000,N,4.95,0,4.85,1.84,3
1,736,7/6/02,60,36991,N,5.65,0,5.49,1.84,1
2,714,7/6/02,72,30500,N,6.25,0,6.99,1.84,1
1,784,7/6/02,72,43680,N,6.25,0,6.59,1.84,3
3,678,7/6/02,72,17500,N,6.25,0,7.49,1.84,1
3,678,7/6/02,72,37000,N,6.25,0,7.49,1.84,3
4,650,7/6/02,60,30000,N,5.65,0,7.99,1.84,3
3,684,7/6/02,36,28000,N,4.95,0,6.99,1.84,1
1,793,7/6/02,36,19053,N,4.95,0,4.85,1.84,3
1,803,7/6/02,60,27000,N,5.65,0,5.49,1.84,3
2,701,7/6/02,60,31000,N,5.65,0,5.79,1.84,1
1,780,7/6/02,72,34000,N,6.25,0,6.59,1.84,1
1,741,7/6/02,60,30000,N,5.65,0,5.49,1.84,1
1,786,7/6/02,60,40000,N,5.65,0,5.49,1.84,1
1,778,7/6/02,72,45000,N,6.25,0,6.59,1.84,3
1,794,7/6/02,72,44000,N,6.25,0,6.59,1.84,3
3,683,7/6/02,72,34000,U,6.45,0,7.69,1.84,3
3,676,7/6/02,72,24933,N,6.25,0,7.49,1.84,3
3,693,7/6/02,72,25313,N,6.25,0,7.49,1.84,3
1,766,7/6/02,72,29000,N,6.25,0,6.59,1.84,1
3,693,7/6/02,60,19597.95,U,5.85,1,7.29,1.84,1
3,675,7/6/02,36,14189,N,4.95,0,6.99,1.84,1
3,689,7/6/02,72,34500,N,6.25,0,7.49,1.84,1
4,666,7/6/02,72,27285,N,6.25,0,8.99,1.84,1
1,754,7/6/02,60,28000,N,5.65,0,5.49,1.84,1
1,803,7/6/02,60,24000,N,5.65,0,5.49,1.84,1
1,755,7/6/02,72,37000,N,6.25,0,6.59,1.84,1
1,765,7/6/02,48,22000,N,5.65,0,5.49,1.84,3
1,755,7/6/02,72,20743.66,N,6.25,1,6.59,1.84,3
2,713,7/6/02,72,14466.05,N,6.25,1,6.99,1.84,1
1,749,7/6/02,48,20000,N,5.65,0,5.49,1.84,1
1,730,7/6/02,36,22191,N,4.95,0,4.85,1.84,3
3,699,7/6/02,66,25766,N,6.25,0,7.49,1.84,3
2,723,7/6/02,36,18000,N,4.95,0,5.79,1.84,1
1,738,7/6/02,36,15937.51,N,4.95,1,4.85,1.84,1
3,680,7/6/02,72,34000,U,6.45,0,7.69,1.84,1
1,784,7/6/02,72,46000,N,6.25,0,6.59,1.84,3
1,746,7/6/02,72,47000,N,6.25,0,6.59,1.84,3
1,760,7/6/02,60,26000,N,5.65,0,5.49,1.84,3
1,769,7/6/02,60,35000,N,5.65,0,5.49,1.84,1
3,670,7/6/02,72,19195.67,U,6.45,1,7.69,1.84,3
3,692,7/6/02,72,20000,N,6.25,0,7.49,1.84,1
4,669,7/6/02,60,22000,N,5.65,0,7.99,1.84,1
3,673,7/6/02,72,65000,N,6.25,0,7.49,1.84,1
3,693,7/6/02,60,44000,N,5.65,0,6.99,1.84,3
1,756,7/6/02,48,33000,N,5.65,0,5.49,1.84,1
2,729,7/6/02,60,43000,N,5.65,0,5.79,1.84,3
1,740,7/6/02,60,28000,U,5.85,0,5.85,1.84,2
4,649,7/6/02,72,17000,N,6.25,0,8.99,1.84,1
4,644,7/6/02,60,16706.97,U,5.85,1,7.99,1.84,1
2,724,7/6/02,72,35000,N,6.25,0,6.99,1.84,1
1,803,7/6/02,36,14000,N,4.95,1,4.85,1.84,3
2,716,7/6/02,66,37000,N,6.25,0,6.39,1.84,1
2,721,7/6/02,72,22000,N,6.25,0,6.99,1.84,3
1,784,7/6/02,36,26411,N,4.95,0,4.85,1.84,1
4,643,7/6/02,72,15500,N,6.25,0,8.99,1.84,1
2,721,7/6/02,60,28000,N,5.65,0,5.79,1.84,1
2,715,7/6/02,60,33500,N,5.65,0,5.79,1.84,1
2,716,7/6/02,60,20595,N,5.65,0,5.79,1.84,3
1,743,7/6/02,48,25000,N,5.65,0,5.49,1.84,1
1,800,7/6/02,60,29776.25,N,5.65,1,5.49,1.84,3
1,810,7/6/02,72,24000,N,6.25,0,6.59,1.84,1
4,645,7/6/02,36,43000,N,4.95,0,7.99,1.84,1
1,784,7/6/02,72,33000,U,6.45,0,6.69,1.84,3
3,696,7/6/02,60,43500,N,5.65,0,6.99,1.84,1
1,765,7/6/02,60,29847,N,5.65,0,5.49,1.84,1
3,686,7/6/02,60,50000,N,5.65,0,6.99,1.84,1
1,780,7/6/02,48,40000,N,5.65,0,5.49,1.84,1
1,760,7/6/02,36,20000,N,4.95,0,4.85,1.84,3
2,720,7/6/02,72,30000,N,6.25,0,6.99,1.84,3
1,810,7/6/02,36,24000,N,4.95,0,4.85,1.84,1
4,667,7/6/02,60,23000,N,5.65,0,7.99,1.84,1
3,676,7/6/02,72,26000,N,6.25,0,7.49,1.84,2
1,771,7/6/02,60,35000,N,5.65,0,5.49,1.84,3
1,745,7/6/02,60,22000,N,5.65,0,5.49,1.84,3
1,753,7/6/02,48,21000,U,5.85,0,5.85,1.84,3
1,785,7/6/02,72,30000,N,6.25,0,6.59,1.84,3
4,645,7/6/02,72,33500,N,6.25,0,8.99,1.84,1
3,676,7/6/02,72,30000,U,6.45,0,7.69,1.84,1
2,717,7/6/02,72,15619.28,U,6.45,1,7.29,1.84,3
2,715,7/6/02,60,29500,N,5.65,0,5.79,1.84,2
1,741,7/6/02,60,10713.67,U,5.85,1,5.79,1.84,2
1,788,7/6/02,60,27000,N,5.65,0,5.49,1.84,2
1,801,7/6/02,36,20000,N,4.95,0,4.85,1.84,3
1,787,7/6/02,36,33122,N,4.95,0,4.85,1.84,3
1,730,7/6/02,36,12000,U,5.45,1,5.49,1.84,3
1,816,7/6/02,48,23000,N,5.65,0,5.49,1.84,3
3,689,7/6/02,60,24137.5,N,5.65,1,6.99,1.84,2
3,695,7/6/02,72,36000,N,6.25,0,7.49,1.84,1
2,717,7/6/02,72,32259,N,6.25,0,6.99,1.84,1
4,654,7/6/02,60,25973,N,5.65,0,7.99,1.84,1
1,753,7/6/02,60,20046.32,N,5.65,1,5.49,1.84,3
1,742,7/6/02,72,23020,N,6.25,0,6.59,1.84,3
1,784,7/6/02,60,30000,N,5.65,0,5.49,1.84,3
3,671,7/6/02,60,35000,N,5.65,0,6.99,1.84,1
3,696,7/6/02,60,23071,U,5.85,0,7.29,1.84,3
2,717,7/6/02,72,18341.85,U,6.45,1,7.29,1.84,3
3,685,7/6/02,60,30000,N,5.65,0,6.99,1.84,3
1,743,7/6/02,60,37000,N,5.65,0,5.49,1.84,3
4,661,7/6/02,60,18720,N,5.65,0,7.99,1.84,3
4,659,7/6/02,72,40000,N,6.25,0,8.99,1.84,1
4,647,7/6/02,72,48000,N,6.25,0,8.99,1.84,3
4,664,7/6/02,60,14214.75,U,5.85,1,7.99,1.84,2
1,775,7/6/02,60,43000,N,5.65,0,5.49,1.84,3
3,670,7/6/02,72,39000,N,6.25,0,7.49,1.84,3
1,768,7/6/02,60,39000,N,5.65,0,5.49,1.84,3
1,739,7/6/02,48,25000,N,5.65,0,5.49,1.84,3
4,640,7/6/02,60,13995,U,5.85,1,7.99,1.84,3
3,696,7/6/02,48,28000,N,5.65,0,6.99,1.84,3
3,684,7/6/02,48,30729,N,5.65,0,6.99,1.84,1
1,732,7/6/02,60,30300,N,5.65,0,5.49,1.84,3
4,652,7/6/02,72,18000,U,6.45,0,8.99,1.84,1
1,774,7/6/02,60,32000,N,5.65,0,5.49,1.84,3
4,660,7/6/02,72,10000,N,6.25,0,8.99,1.84,1
1,746,7/6/02,60,26555,N,5.65,0,5.49,1.84,1
1,751,7/7/02,60,31000,N,5.65,0,5.49,1.84,3
1,747,7/7/02,48,55000,N,5.65,0,5.49,1.84,1
1,770,7/8/02,48,31000,N,5.49,0,5.49,1.84,3
1,821,7/7/02,60,12615,N,5.65,1,5.49,1.84,3
2,719,7/7/02,60,20000,N,5.65,0,5.79,1.84,3
2,719,7/7/02,48,31500,N,5.65,0,5.79,1.84,3
4,656,7/7/02,60,30000,N,5.65,0,7.99,1.84,3
3,675,7/7/02,60,28800,U,5.85,0,7.29,1.84,1
4,656,7/7/02,60,30000,N,5.65,0,7.99,1.84,1
1,781,7/7/02,72,25000,N,6.25,0,6.59,1.84,3
3,681,7/7/02,60,37000,N,5.65,0,6.99,1.84,3
4,651,7/7/02,72,19800,N,6.25,0,8.99,1.84,3
3,691,7/7/02,60,28000,N,5.65,0,6.99,1.84,3
1,735,7/7/02,72,28000,N,6.25,0,6.59,1.84,3
1,774,7/7/02,60,35000,N,5.65,0,5.49,1.84,2
1,807,7/7/02,48,23000,N,5.65,0,5.49,1.84,1
4,652,7/7/02,72,27000,N,6.25,0,8.99,1.84,1
3,696,7/7/02,60,22000,N,5.65,0,6.99,1.84,2
1,733,7/7/02,48,26000,N,5.65,0,5.49,1.84,3
4,668,7/7/02,48,15000,N,5.65,0,7.99,1.84,3
3,702,7/7/02,60,12591.33,U,5.85,0,4.89,1.84,1
3,681,7/7/02,36,17500,U,5.45,0,7.29,1.84,1
3,680,7/8/02,72,35000,U,6.45,0,7.69,1.84,1
1,789,7/7/02,48,50000,N,5.65,0,5.49,1.84,1
3,661,7/7/02,60,17620,U,5.85,1,6.44,1.84,2
1,752,7/7/02,72,25221,N,6.25,0,6.59,1.84,3
4,645,7/7/02,72,20000,N,6.25,0,8.99,1.84,1
3,697,7/7/02,60,50000,N,5.65,0,6.99,1.84,3
1,770,7/7/02,60,31500,U,5.85,0,5.85,1.84,1
3,681,7/7/02,60,19000,N,5.65,0,6.99,1.84,3
1,731,7/7/02,36,33122,N,4.95,0,4.85,1.84,3
4,664,7/7/02,60,35000,N,5.65,0,7.99,1.84,3
2,723,7/7/02,72,20944,N,6.25,0,6.99,1.84,1
3,680,7/7/02,60,26000,N,5.65,0,6.99,1.84,2
3,688,7/7/02,72,34092,N,6.25,0,7.49,1.84,1
1,758,7/7/02,60,22000,U,5.85,0,5.85,1.84,3
1,765,7/7/02,60,30000,N,5.65,0,5.49,1.84,3
3,672,7/7/02,72,39773,N,6.25,0,7.49,1.84,1
2,710,7/7/02,48,35000,N,5.65,0,5.79,1.84,3
4,662,7/7/02,72,32462,N,6.25,0,8.99,1.84,1
4,659,7/7/02,72,30000,N,6.25,0,8.99,1.84,3
2,726,7/7/02,60,28072,N,5.65,0,5.79,1.84,3
1,740,7/8/02,36,65000,N,4.79,0,4.85,1.84,3
3,699,7/7/02,60,36000,N,5.65,0,6.99,1.84,3
3,711,7/7/02,60,16500,N,5.65,1,6.99,1.84,3
2,700,7/7/02,36,40000,N,4.95,0,5.79,1.84,3
3,685,7/7/02,72,34793,U,6.45,0,7.69,1.84,3
2,715,7/7/02,60,15988.31,U,5.85,1,6.19,1.84,2
4,667,7/7/02,60,38000,N,5.65,0,7.99,1.84,3
2,721,7/7/02,60,41191,N,5.65,0,5.79,1.84,3
3,681,7/7/02,72,27030,N,6.25,0,7.49,1.84,1
1,739,7/7/02,72,23667,N,6.25,0,6.59,1.84,3
1,780,7/7/02,60,30000,N,5.65,0,5.49,1.84,3
1,770,7/7/02,72,40000,N,6.25,0,6.59,1.84,1
4,661,7/7/02,48,19000,N,5.65,0,7.99,1.84,1
1,744,7/7/02,60,50000,N,5.65,0,5.49,1.84,3
